"screen_name","text"
"danangell11","@Beast__Mobile @CmonMan187 @overheard100 @StephenMoore History will judge Donald Trump and the anti-vaxxers incredibly harshly and wonder why more wasnâ€™t done to make the anti-vaxxers take the vaccine."
"richienewport1","@MeidasTouch Fun fact: Hitler was anti vaccine. <U+0001F606><U+0001F606><U+0001F606><U+0001F606>"
"rodmickleburgh","Prominent Christian broadcaster and hardcore anti-vaxxer, Marcus Lamb, dies from #COVID19. But nothing to do with refusing the vaccine. ""It was a spiritual attack from the enemy,"" says his son. Of course #vaccinated"
"VaccineAdvocate","Anti-Vaccine Points Refuted A Thousand Times. Resources (A helpful thread)"
"VaccineAdvocate","Johns Hopkins Medicine, which includes the Johns Hopkins University School of Medicine and The Johns Hopkins Hospital and Health System went out of their way to correct this anti-vaccine argument. https://t.co/xW2kpyByIy"
"VaccineAdvocate","""The anti-vaccine movement is based on science."" 

https://t.co/X0EOcgbpPr"
"VaccineAdvocate","Correcting an anti-vaccine Claim doesnâ€™t mean that they will stop using it. https://t.co/FY2zaQJIw8"
"medicgordus","@OGCrank_Sinatra @nusairat @CoreForce69 @itsgrey_r @kimpaquette @elonmusk They are so __BOLD__ with their fakeness, the nazi 2.0 total NPC thoughts and even when they make statements:

TESLA = evil

GM = EV leader

Anti-vaccine = NOT EVEN HUMAN

Come on MSM enough is enough, nobody is being fooled and all MSM doing is making things worse https://t.co/IAZLnUqkhI"
"NoticingtheGap","At what point do conservatives question why their party was willing to let them die? And for what? Itâ€™s decades of anti-science, anti-education rhetoric coming to a head. They let you die. And youâ€™ll keep voting for them? #COVID19 #misinformation https://t.co/DaY3IMnOaP"
"VPLabPipe","@Whataboutthat9 @ASlavitt @dr_kkjetelina I stockpiled right away and have been eating canned meat, fish &amp; vegetables ever since. I can last at least another year if I have to. The anti-vaxxers will pick up the slack now. Anyone who wants a vaccine can get oneâ€”free from Uncle Sam."
"Willow48094008","@JerasIkehorn Yes, now that they are giving their political opinions like @gregfairrington of Destiny Church in Rocklin. Homophobic and anti mask and anti vaccine. Cuz you know, thatâ€™s the way Jesus would want it."
"productmaster_","Sputnik Light Vaccine Production Talks In India Near Completion: Russia https://t.co/opzBXjiQlz The talks on the production of anti-COVID vaccine Sputnik Light in India are nearing completion, Russian Foreign Minister Sergey Lavrov said on Monday.

from NDTV News - Latest â€¦ https://t.co/QefDnY0emN"
"Subrama00420182","News of several community acquired covid19's omicron variant infection is being reported in many countries. This should direct many anti-vaxxers to change their minds and have one of  presently available covid19 vaccine. I feel that 2doses is a start and 3doses is better."
"MsEmRemix","@DocDarnell Yes.  No separation of church and state, anti mask and vaccine mandates during a global pandemic, but no respect for basic female reproductive rights, xenophobia, racism, vigilantism, secret police... that's not even messy democracy."
"JungleNotJungle","@domandroland @johnbbeta And hereâ€™s something on The Hart Group, whose anti vaxx stuff you tweeted:

https://t.co/NSB4FCnoSF"
"Ram_Kancherla","Inside the growing alliance between anti-vaccine activists and pro-Trump Republicans https://t.co/cCTrtjzjyc"
"DottyLD","Bruddaâ€¦ you didnâ€™t watch the game so please donâ€™t bother typing anything. Youâ€™ve been selling anti arteta vaccine since day 1. Iâ€™m not like you I prefer to criticise the PLAYERS first. The manager will get his flack when he deserves it https://t.co/MbaqFc2Pnd"
"ExGOP_IL",".@GovRonDeSantis will give it out as bonus to anti vaccine cops! https://t.co/R4tXVHaCmi"
"MSNNZ","Newmarket shop owners fearful of further anti-vaccine mandate protests: 'I had to lock the door' https://t.co/5hUyBAK3wP"
"vscotthooper","The results of this study are staggering. It almost makes me feel sorry for the unvaccinated living in pro-Trump counties...almost. How will the anti-science/anti-vax crowd spin this? This is hard data with little to no room for alternative facts spin.  https://t.co/XUHYiblOt7"
"FlntlockAnarchy","@rn_critcare Had a patient go home to die the other day because they lost their spouse, earlier that week who, until the moment they died, insisted that it was all just asthma. Neither were vaccinated because the spouse was anti vaccine."
"WatchingItBurn1","@baconguy1234 @Jillelena3 @PearsonSharp @OANN Covid, as anti-vaxxers are quick to point, has a 1% mortality rate. According to the study, 1200 out of 36,000 ppl died, which 0.03%. Covid is still way more dangerous than the vaccine, and that is my original point."
"Quiet__Earp","@Milo_Edwards I'd believe anti-vaxxers more if they said they refused to take the vaccine because they simply wanted the ability to die"
"jbalmert","Not waiting for Ohio lawmakers, groups opposing vaccine mandates push initiated statute. 

@haleybemiller with details:
https://t.co/tfzRyADeJI"
"DavidRossShow","Twitter reacts to New York Mets legend Keith Hernandez promoting anti-vaccine book https://t.co/0ekmy0IKur https://t.co/yBaaV9ecX7"
"ANTI_PROLIFE","@BluDogAnchorite @KristanHawkins Yes I am. Also, I think overthrowing could lead to vaccine mandates. https://t.co/2vCrBYfqHk"
"neekahgee","I think this is reasonable but I do wonder if this REALLY is it or just anti vaccine influence. Like, the chicken pox vaccine mandates are relatively new. Were ppl concerned about testing methods &amp; long term data? Pox not deadly + not a threat to parents... https://t.co/9Y7bQRUKUR"
"sci_project","The South African experience is an example of how anti-vaccine sentiment has become a global phenomenon at precisely the worst time, writes @olgakhazan:  
 https://t.co/KJQRUX25Kh"
"LordSMAF","Imagine being saved from a brain tumor by doctors and modern medicine and then doing a 180 degree turn and decide not to trust them when they offer you a free vaccine... It's just so fucking sad...
https://t.co/hzlNeR38GI"
"RealMidtown","@jbizzy6969 @Steve32540993 @Anti_MagatCult @Annie20554592 @DesnoyerRobert @CS8numbers @therealBFizzzle @Ronnie__Lacy @Kellyring @Charles15704403 @hrt6017 @ThereseOSulliv2 @NatForTrump2024 @trevors241 @theProgEqualist @Sumbua8 @LanyJennifer @BarrennessBlack @jimaw63 @Albatross101422 @justasimplema20 @sammk1964 @MikeTheAverage1 @Rwhite506 @al_ravenna @TruthisnotT @IKnowNo45915048 @Animalsdonthate @Shopdogg2 @TinyDancer1477 @srasberry1 @VinceGottalotta @young_bruce @waywardmegan15 @gmartinharp @lostandlovinit @Jetson77 @_RespectedAgain @WebGuyTV @1Quetzalcoatl1 @SaltyBezerker @MarkBatin @Flattielover @Kyle40846039 @JDW714 @PaulaJo41820905 @najjar_richard @lee_whiten @CPT_Cosmosis @Jaynitess Itâ€™s ok to have taken the vaccine!
Iâ€™m not judging you for your choice!
All I ever ask for is a little respect, let me do whatâ€™s best for me"
"RealMidtown","@Steve32540993 @jbizzy6969 @Anti_MagatCult @Annie20554592 @DesnoyerRobert @CS8numbers @therealBFizzzle @Ronnie__Lacy @Kellyring @Charles15704403 @hrt6017 @ThereseOSulliv2 @NatForTrump2024 @trevors241 @theProgEqualist @Sumbua8 @LanyJennifer @BarrennessBlack @jimaw63 @Albatross101422 @justasimplema20 @sammk1964 @MikeTheAverage1 @Rwhite506 @al_ravenna @TruthisnotT @IKnowNo45915048 @Animalsdonthate @Shopdogg2 @TinyDancer1477 @srasberry1 @VinceGottalotta @young_bruce @waywardmegan15 @gmartinharp @lostandlovinit @Jetson77 @_RespectedAgain @WebGuyTV @1Quetzalcoatl1 @SaltyBezerker @MarkBatin @Flattielover @Kyle40846039 @JDW714 @PaulaJo41820905 @najjar_richard @lee_whiten @CPT_Cosmosis @Jaynitess So enlighten everyone Steve!
What is the definition of vaccine?"
"lucasw5593","@Aholidaylover If you canâ€™t tell the difference between anti-vaccine and anti-vaccine mandate, Then thereâ€™s no hope for you."
"podcastsaregood","@natashablue22 @tedcruz So you're asserting that anyone who is prochoice should logically also be anti vaccine mandate. Just checking for logical consistency."
"WokismCentrist","@and_furiouser Anti-vaxx loons think that the spike protein in the vaccine causes these cardiac events. Surely the actual Covid spike protein would do the same thing (as well as all the other damage that Covid does)."
"codievincent","Covid-19 Delta outbreak: Newmarket shop owners fearful of further anti-vaccine mandate protests - 'I had to lock the door' https://t.co/xBfGI4RBdb"
"jbizzy6969","@RealMidtown @Steve32540993 @Anti_MagatCult @Annie20554592 @DesnoyerRobert @CS8numbers @therealBFizzzle @Ronnie__Lacy @Kellyring @Charles15704403 @hrt6017 @ThereseOSulliv2 @NatForTrump2024 @trevors241 @theProgEqualist @Sumbua8 @LanyJennifer @BarrennessBlack @jimaw63 @Albatross101422 @justasimplema20 @sammk1964 @MikeTheAverage1 @Rwhite506 @al_ravenna @TruthisnotT @IKnowNo45915048 @Animalsdonthate @Shopdogg2 @TinyDancer1477 @srasberry1 @VinceGottalotta @young_bruce @waywardmegan15 @gmartinharp @lostandlovinit @Jetson77 @_RespectedAgain @WebGuyTV @1Quetzalcoatl1 @SaltyBezerker @MarkBatin @Flattielover @Kyle40846039 @JDW714 @PaulaJo41820905 @najjar_richard @lee_whiten @CPT_Cosmosis @Jaynitess To be honest I have never heard of a vaccine whoâ€™s purpose is to only keep you from getting REALLY sick. Only a little sick. Vaccines as far as I have always have know prevent you from ever getting the virus <U+0001F9A0> by giving u a dead form to build antibodies."
"jbizzy6969","@Steve32540993 @RealMidtown @Anti_MagatCult @Annie20554592 @DesnoyerRobert @CS8numbers @therealBFizzzle @Ronnie__Lacy @Kellyring @Charles15704403 @hrt6017 @ThereseOSulliv2 @NatForTrump2024 @trevors241 @theProgEqualist @Sumbua8 @LanyJennifer @BarrennessBlack @jimaw63 @Albatross101422 @justasimplema20 @sammk1964 @MikeTheAverage1 @Rwhite506 @al_ravenna @TruthisnotT @IKnowNo45915048 @Animalsdonthate @Shopdogg2 @TinyDancer1477 @srasberry1 @VinceGottalotta @young_bruce @waywardmegan15 @gmartinharp @lostandlovinit @Jetson77 @_RespectedAgain @WebGuyTV @1Quetzalcoatl1 @SaltyBezerker @MarkBatin @Flattielover @Kyle40846039 @JDW714 @PaulaJo41820905 @najjar_richard @lee_whiten @CPT_Cosmosis @Jaynitess See when the vaccine came out tho they said it was 95% effective at preventing you from getting it. Then when people were still getting Covid I feel like it changed to this â€œit keeps u from getting REALLY sickâ€ type thing. But I donâ€™t know. Thatâ€™s how I remember it"
"rosmri1","So sick of the GOP death cult: fetishized guns, powering over women &amp; their bodies but denying children food, school, medical coverage, anti-Vaccine while 750,000 people have died, denying voting rights to minorities etc"
"KidWithEye","@ollysmithtravel @Sherelle_E_J @Telegraph What other ideas do you have to increase vaccine uptake? Just accepting that people donâ€™t want to get vaccinated isnâ€™t going to cut it. We canâ€™t just allow anti vax narrative to win."
"OhioPoliticsNow","Ohio residents push potential ballot initiative to ban vaccine mandates, passports https://t.co/pAAgRFelT5"
"smunk8_munk","And Donald was so proud of his warp speed vaccine. Another failure? https://t.co/g82sEfy9lV"
"djmeiho63","A person used to be able to be for vaccinations and be against vaccine mandates, and not be considered an anti-vaxxer.  Guess I am considered an anti-vaxxer too now. https://t.co/ILXo13LTrB"
"Medicinewoman80","Thatâ€™s taking the anti vaccine thing to a whole new level https://t.co/0NKCWT0LjB"
"audioboy279","@LawrenceForbe16 @JesseZurawell Typical MSM regurgitation void of any data to back up your dribble.

2.6 million reported covid vaccine injuries is why they censored 'anti-vaxxers' https://t.co/tsmvFo3KaH https://t.co/fkyt1VkTNJ"
"John56581203","New story on NPR: Inside the growing alliance between anti-vaccine activists and pro-Trump Republicans https://t.co/tv4HRHYWtc https://t.co/YG96HorO5k"
"loskaia","there was a french anti vaxxer when i was getting my booster talking about how much he hates americans and how hard the vaccine process is to get an appointment and while he was def a karen republican, he was making some points <U+0001F62D>"
"hctate1","Just fell down an anti vax rabbit hole.
Apparently thousands of women are now heavily bleeding as a side effect from the vaccine. 
It's not a proper vaccine.
It's a government conspiracy to sterilise the population. 
I'm despairing!"
